track_name,lyrics
Tiimmy Turner - Desiigner
Till Sunrise - Laeland & sleep.ing
Til The War Is Won - Nas feat. Lil Durk
Time - Lil Baby feat. Meek Mill
​time flies - Jhove
Time For - Quando Rondo
Time Keeps on Slipping - Deltron 3030
Timeless - Benny The Butcher feat. Lil Wayne & Big Sean
Timeless Interlude - Bryson Tiller
​time machine - mj apanay feat. aren park
Times We Shared While I Played Along - Skinny Atlas, Snøw, & Jomie
Tip Toe - Roddy Ricch feat. A Boogie Wit da Hoodie
Tired - beabadoobee
​title track - Machine Gun Kelly
​tmrw - mj apanay
To Each His Own - Pete Rock & InI feat. Large Professor & Q-Tip
TOES - DaBaby feat. Lil Baby & Moneybagg Yo
Together - beabadoobee
Toilet Tisha - Outkast
​tokyo - mj apanay
Tokyo Drifting - Glass Animals feat. Denzel Curry
Too Hotty - Quality Control & Migos feat. Eurielle
Too Many - Tyga
Topanga - Trippie Redd
Top Down - EARTHGANG
Touched - UGK
Touch The Sky - Kanye West feat. Lupe Fiasco
Traci Lords - SAINt JHN
Track 6 - Ty Dolla $ign feat. Kanye West, Anderson .Paak, & Thundercat
TRAGIC - The Kid LAROI feat. YoungBoy Never Broke Again & Internet Money
​train to busan - foryou, & versor
​traitor - Olivia Rodrigo
Trap - SAINt JHN feat. Lil Baby
​trapdoor - guardin feat. Huskai
Trap N😁😁😁😁s - Future
​trap, or something, idk - foryou,⠀
Travels - khai dreams & Atwood
Trigger Finger - Lil Wayne feat. Soulja Boy
Trip - Atwood
Trophies - SAINt JHN
Troublemaker - Beach House
Trouble On My Mind - Pusha T feat. Tyler, The Creator
​trying - brakence
Trying - Cavetown
T-Shirt - Migos
Tuff - Jaah SLT
Turbulence - Remix - Deltron 3030
Turks - NAV & Gunna feat. Travis Scott
Turtle Island - Beach House
Twenty Eight - The Weeknd
Two Words - Kanye West feat. Mos Def, Freeway, & The Boys Choir Of Harlem
Tycoon - Future

U
​u - Kendrick Lamar
UAV - 111nightshift & carpetgarden feat. brdynl, Rocco Bunko, grimtweakr, & sc0ttryan
U Don't Know - JAY-Z
Uh Huh! - Quadeca
ULT - Denzel Curry
Ultimate - Denzel Curry
Uncultured - Sugar Pine 7
Underneath - Cassiio & Sleepermane
Under The Sun - Dreamville, J. Cole, & Lute feat. DaBaby
UnFazed - Lil Uzi Vert feat. The Weeknd
Unless - Anonymuz
Unruly - Lonr
Untangled - khai dreams
Untitled - Killer Mike feat. Scar
​untitled 02 | 06.23.2014. - Kendrick Lamar
Untitled/Fantastic - Slum Village
Untitled (How Does It Feel) - Giveon
Untitled V.2 - Cavetown
Unusual - Quadeca feat. B. Lou
UP - EARTHGANG
Upgrade - Joji
Upgrade (A Baymar College College) - Deltron 3030
U Played - Moneybagg Yo feat. Lil Baby
UP THE SMOKE - Stunna 4 Vegas with Offset
Up To Something - Metro Boomin feat. Travis Scott & Young Thug
Uptown / Bustdown - A Boogie Wit da Hoodie feat. PnB Rock & Lil Durk
Up Up Away - Dreamville, JID, & EARTHGANG feat. Vince Staples
Ur Gonna Wish U Believed Me - Cavetown
​us - keshi
Us and the Moon - Kam Michael feat. Rxseboy & Mia Smith
Used to Be - Beach House
​used to you - mxmtoon
​useless - guardin

V
Vacant - Rich Brian
Vacation - Flatbush Zombies feat. Joey Bada$$
Valerie - The Weeknd
VAMPIN IN MIAMA - PlayThatBoiZay
Vanish - Giveon
Vein - Cannibal Ox
Veldt - brakence
VENGEANCE | VENGEANCE - Denzel Curry feat. JPEGMAFIA & ZillaKami
Verglas (Interlude) - Quadeca
Vibrate - Tyga feat. Swae Lee
Vigil - 111nightshift feat. new years place & Donttrustlando
Vintage Chanel - Powers Pleasant feat. Joey Bada$$, Kick Knight, Meechy Darko, & Zombie Juice
Virus - Deltron 3030
Void - The Neighbourhood

W
Wait! - Fiji Blur
Wait Up - Isaac App
WAKE UP - Travis Scott feat. The Weeknd
Walk - Comethazine
​walking in the snow - Run The Jewels
Walk in the Park - Beach House
Walk It Talk It - Migos
Walk Man - Tiny Meat Gang
​wallflower - mxmtoon
Wamp Wamp (What It Do) - Clipse feat. Slim Thug
Wanksta - 50 Cent
Wanna Go to War - Gangsta Boo
Want It All - YFN Lucci feat. Fabolous
WANTED U - Joji
War! - Quadeca feat. Dax
War Paint - Benny The Butcher feat. Westside Gunn & Conway the Machine
War Ready - Vince Staples
Washed Out - WYS & Sweet Medicine
​was supposed to be my first release as bonjr - foryou,⠀
Wasted - Juice WRLD feat. Lil Uzi Vert
Wasteman - The Underachievers
Watch - Travis Scott feat. Lil Uzi Vert & Kanye West
Watch Me - Little Brother
Water Fall - Yot Club & Nice Guys
Wat's Wrong - Isaiah Rashad feat. Zacari & Kendrick Lamar
Waves - Fiji Blue
Waves - Joey Bada$$
Way Up - Quando Rondo
We Ain't - The Game feat. Eminem
We Can Get Down - A Tribe Called Quest
Wedding Day - SAINt JHN
We Don't Care - Kanye West
We Got Now - Little Brother feat. Chaundon
​weird! - YUNGBLUD
Welcome 2 Hell - Bad Meets Evil
​well known - Atlas in Motion feat. brakence & 50landing
Wells Fargo [Interlude] - Dreamville, JID, & EARTHGANG feat. Buddy & Guapdad 4000
We're Alive - Cavetown
We Should - Lil Baby feat. Young Thug
Wesley's Theory - Kendrick Lamar feat. George Clinton & Thundercat
Westbrook - JID feat. A$AP Ferg
Westside Bound 3 - Saba feat. Joseph Chilliams
Westside Story - The Game feat. 50 Cent
WH(3)RE - SAIAH
​what a nice day to run away - Fudasca feat. Jomie, Snøw, & Resident
​what are the odds... - foryou, & versor
What Cool Breezes Do - Digable Planets
​whatever it takes - convolk feat. halberd, guardin, Jakkyboí, & 9tails
What I Know Now - THEY. feat. Wiz Khalifa
What I'm Here 4 - Gang Starr
What I Please - Smokepurpp feat. Denzel Curry
What More Can I Say - JAY-Z
What's Beef? - The Notorious B.I.G
WHATS POPPIN - Remix - Jack Harlow feat. Tory Lanez, DaBaby, & Lil Wayne
What They Want - ScHoolboy Q feat. 2 Chainz
What Would Meek Do? - Pusha T
What You Want - Nyck Caution feat. GASHI
​when i'm gone - Flatbush Zombies feat. Sophie Faith
​when I see you - Fudasca feat. Hashir & Nvr/Mnd
​when the hospital was my home - Powfu feat. Rxseboy
When We Were 16 - Rxseboy feat. Powfu & Mishaal
When You Wore My Coat - Scapegoat feat. Powfu
Where Does The Time Go - Rich Brian feat. Joji
Where'd You Go? - Quadeca
Where I'm From - Digable Planets
Where This Flower Blooms - Tyler, The Creator feat. Frank Ocean
Where Ya At - Future feat. Drake
White Parents Are Gonna Hate This - SAINt JHN
White Tee - CORPSE
Whoa - Earl Sweatshirt feat. Tyler, The Creator
Who Dat Boy - Tyler, The Creator feat. A$AP Rocky
Who Shot Johnny? - Tyla Yaweh
Who We Be - Gangsta Boo feat. Prophet Posse
WHO? WHAT! - Travis Scott feat. Quavo & Takeoff
​why am i here - longlost feat. Bonjr
WHY AM I STILL IN LA - Joji feat. D33J & Shlomo
Why Lie (10 Million Ways to Die) - $ilkmoney
​wicked - Noah2000 feat. guardin & tothegood
Wicked Games - The Weeknd
Wide Open (Forward) - NIKI
Wildflower - Beach Bouse
Willie Burke Sherwood - Killer Mike
Willie Lloyd - Curren$y, Freddie Gibbs, & The Alchemist
​willow ave - guardin feat. Sewerperson & Lil Narnia
Wilt Chamberlain - THEY. feat. Jeremih
​wings - EDEN
Wiser - Snøw, Jomie, & Poetics
WISH - Denzel Curry feat. Kiddo Marv
Wishes - Beach House
Wish Wish - DJ Khaled feat. Cardi B & 21 Savage
Wish You Were Mine - Sarcastic Sounds
​within & without - tomcbumpz feat. paniyolo
Without Me - Eminem
WITHOUT YOU - The Kid LAROI
Woah - Lil Baby
Woah - Sipper
​wokeuplikethis* - Playboi Carti feat. Lil Uzi Vert
Womp Womp - Valee feat. Jeremih
​wonderful - Travis Scott feat. The Weeknd
Woodlawn - Aminé
Wool Gloves - INKY!
Wop Longway Takeoff - Gucci Mane feat. Peewee Longway & Takeoff
Work! - Quadeca feat. PlayThatBoiZay
Work REMIX - A$AP Ferg feat. A$AP Rocky, French Montana, Trinidad James, & ScHoolboy Q
World Domination - Joey Bada$$
​worldstar money (interlude) - Joji
World We Created - Giveon
Worth It - beabadoobee
Would Look Perfect - Powfu feat. Rxseboy
Wouldn't It Be Nice - The Beach Boys
Wow. - Remix - Post Malone feat. Roddy Ricch & Tyga
Wraith Skating - Tyla Yaweh feat. PnB Rock
Writer In The Dark - Lorde
Wu-Tang Clan Ain't Nuthing ta F' Wit - Wu-Tang Clan
Wu Banga 101 - Ghostface Killah feat. GZA, Cappadonna, Masta Killa, & Raekwon
WWIII - Machine Gun Kelly

X
X - 21 Savage & Metro Boomin feat. Future
XO - EDEN
XO / The Host - The Weeknd
XO TOUR Llif3 - Lil Uzi Vert
Xoxosos - keshi
XXL - DaBaby
XNXX - Joji
Xplosion - Outkast feat. B-Real

Y
Yacht Club - Lil Yachty feat. Juice WRLD
Yah Yah - Eminem feat. Royce Da 5'9"", Black Thought, & Q-Tip
YA KIDDING ME? - PlayThatBoiZay
YAKUZA - City Morgue
​yankee and the brave (ep. 4) - Run The Jewels
YEAH RIGHT - Joji
Yeah Right - Vince Staples feat. Kendrick Lamar
Years Go By - Bryson Tiller
Yellow - Coldplay
Yellow - Rich Brian feat. Bekon
Yes Indeed - Lil Baby feat. Drake
YESSIR! - MF DOOM feat. Raekwon
YKWIM? - Yot Club
Yoko Kurama - Anonymuz
Yo Love - Vince Staples, 6LACK, & Mereba
Yoshimi, Forest, Magdalene - beabadoobee
You Came To Me - Beach House
You Can See - Jadakiss feat. Future
YOU CAN SMD - City Morgue
You Could Be the One - Rxseboy
You Get Me So High - The Neighbourhood
You Lie All The Time - Bedroom Session - beabadoobee
​you never meant it - Skinny Atlas, Snøw, & cøzybøy
Young N😁😁😁😁z - 2Pac
Your Best Friend - Boyish
You're Nobody (Til Somebody Kills You) - The Notorious B.I.G
Your Man - Joji
Your New Boyfriend - Wilbur Soot
Your Sister Was Right - Wilbur
You Still Believe In Me - The Beach Boys
YuNg BrAtZ - XXXTENTACION

Z
Zenith - Denzel Curry feat. Joey Bada$$
Zion - Anonymuz feat. Swerzie
Ziploc - 2 Chainz feat. Kevin Gates
Zoo York - Lil Tjay feat. Fivio Foreign & Pop Smoke
ZUU - Denzel Curry3Embed"
Trujillana,"16 ContributorsCosquillita Lyrics[Letra de ""Cosquillita""]

[Verso 1: Residente]
Me da vergüenza tener que utilizar mis destrezas
Contra un pendejo que se tatuó pelo en la cabeza
Un bobolón que se cree chulo
Que se hizo un implante en la cabeza, pero con los pelo' del culo
Este Drácula Boy es tan pendejo
Que se refleja en todos los espejo'
Se cree que es un murciélago, pero es un renacuajo
Por eso de un tajo lo rajo sin cebolla y sin ajo
Nah, tú no ere' plaka-plaka
Tú ere' el único vampiro que quiere que le entierren la estaca
Eres un caso de psicología hermoso
Un pendejo del Colegio San Antonio Abad que piensa que es mafioso
Un tipo con delirio de maleante marginado
Criado en campo' de golf, con los cachete' rosado'
Una vida sin picada de mosquito
¿Quién carajo en el caserío jugaba tenis desde chamaquito?
Un pendejo sin cicatrice'
De familia de doctore', arquitecto' y de bienes raíce'
A los pendejo' como tú yo los ficho, sí
Tú eres de la H, pero de huelebicho
Este bobolón no sabe lo que es un apagón
No sabe lo que es bañarse con agua fría de galón
No sabe lo que es no tener ni pa' gasolina
No sabe lo que es trabajar a $4.25 sin propina
Lo que no vivió, se lo imagina
No sabe lo que es una pisa y corre de Trujillo a Carolina
Tu credibilida' en la calle se resbala sin champú
Tú ere' del combo de los que nunca se les fue la luz
Tu verdadero combo se viste de seda
Los Cosculluela, los Pierluisi, los Fortuño, los Fonalleda
Hoy le doy tan duro a este grillo
Que después de esta tu familia se va a cambiar el apellido
Yo to' me lo he gana'o, soy un gallo casta'o
Lo mío fue suda'o, lo tuyo hereda'o
Tú te metiste en esta tiraera
Porque yo soy la planta eléctrica que enciende tu carrera
Escondiste los privilegio' que siempre tuviste
Pa' vender que ere' de un barrio en donde nunca viviste
Te disfrazaste de otro, te montaste en el barco
Deberías de pagarle regalías a los narco'
Por robarte una imagen pa' tratar de ser estrella
La calle no te hizo, tú te aprovechaste de ella
Un príncipe nunca será del pueblo, su alteza
Los que trabajan de ocho a cinco no van con la realeza
Aquí no corren los trineo' color rojo de charol
En Puerto Rico no cae nieve, nos criamo' bajo el sol
En la salsa, monte adentro, de Trujillo frente al lago
Al pendejo 'e Santa Cos hoy le llega su Rey Mago
Con Residente nadie sobrevive
Aunque sea yo solo contra los veinte pelabicho' que te escriben
Yo no soy René Pérez
Escribiendo soy Dios, yo decido quién vive o quién muere
You might also like[Coro: Gabriel Cabra]
Decidir-dir-dir cuántos van a morir
Decidir-dir-dir quiénes van a vivir
Decidir-dir-dir cuántos van a morir
Decidir-dir-dir quiénes van a vivir
Decidir-dir-dir cuántos van a morir
Decidir-dir-dir quiénes van a vivir
Decidir-dir-dir-dir-dir-dir-dir-dir-dir -dir-dir cuántos van a morir

[Verso 2: Residente]
Prrum, si lo pillo por la calle dice
Prrum, yo lo pillé y se puso a llorar
Te metimo' al carro y yo solo te hablé la clara
Hasta en Miami te tiré con un zapato en la cara
Y bajé pa' Quintana, to' el barrio estaba conmigo
Yo estaba ready pa' ese día irme a los puño' contigo
Pero tú estaba' caga'o con los pantalone' meao'
Si no fuera por Elías ya te hubiese cruza'o
Y con Christian le llegué a tu estudio de grabación
Y me grabaste un video ni que pidiendo perdón
Pude acabar tu carrera, el final de los finale'
Pero no quise subir na' en las rede' sociale'
Siendo White Lion los dos sería una movida patética
Ahora tú viene' y me tira', a mí no me hable' de ética
Tú ere' un puerco chota adicto a las Perco, racista
Un gusano con miedo, un arrodilla'o estadista
Tus código' huelen a mierda 'e baño
Tú ere' amigo del alcalde periquero que me censuró cuatro año'
Ni que Xander Zaya', Juanma López e' lo que tú ere'
Un coge bofetá' que le pega a las mujere'
Y vine a enseñarle a tus hijos, mi hermano
Que la negrura en Puertorro viene del continente africano
Vine a enseñarle a tus hijo'
Que más barrio que tú, hijueputa, eran Maelo y Cortijo
Que en los caserío' hay jóvene' que se levantan temprano
A dar tallere' de arte, clase' de guitarra y piano
Pa' que venga un pendejo ricachón de Palmas del Mar
A decir que con su plaka-plaka nos viene a matar
Sin costo alguno, papi, sin truco'
A tus hijo' cada vez que me tire', yo te los educo
Aunque le pidas a las estrella' y a los astro'
Si me tiras veinte vece', veinte vece' voy a ser su padrastro
[Verso 3: Residente]
Tengo un problema, creo
Y es que nunca retrocedo
Cuando puedo los agredo con mi liriqueo
Como un Búho en un arboledo, ya no pestañeo
Porque ando buscando al miedo, pero no lo veo
Y es que el miedo conmigo se orina encima
Con mi rima hago que el verano se deprima
Soy JAY-Z con Víctor Jara, soy los cielo' de Hiroshima
Soy el sol en tu cara en el Desierto del Sahara
Soy demasiado pa' ustede'
Mis barra' son de acero, lo que tiro es tan pesado que ahora escribo en las parede'
Porque para ser sincero
No hay papel que aguante las palabra' que suelta mi lapicero
Cada vez que tiro por la pista fuertemente
Se hacen millonario' los dentista'
Gracia' a este letrista que golpea como golpista
To'a esta gente cuando escupo por el mic, ustede' escupen sus diente'

[Coro: Gabriel Cabra & Residente]
Decidir-dir-dir cuántos van a morir
Decidir-dir-dir quiénes van a vivir
Decidir-dir-dir cuántos van a morir
Decidir-dir-dir quiénes van a vivir
Decidir-dir-dir cuántos van a morir
Decidir-dir-dir quiénes van a vivir
Decidir-dir-dir-dir-dir-dir-dir-dir-dir -dir-dir cuántos van a morir (Yo, yo, yo)
[Verso 4: Residente]
Yo te parto escribiendo, soy un superdotado
Como Van Damme, peleo hasta con los ojos vendado'
Dice que está invicto, el Mayweather del rapeo
Pero yo soy UFC, aquí no hay regla' de boxeo
Esto se fue por nocaut, salí por la puerta ancha
Solo alguien que perdió necesita una revancha
José o José, no sé, pero yo sé
Que la palabra ""gira"" tú no la conoce'
Despué' de esto ni contesto
Solo un millonario, aburrido y desempleado tiene tiempo para esto
Por mí sigue rezando
No soy ateo porque creo en la partida de culo que te estoy dando
En Trujillo Alto la gente está bien sentida
Porque te pones a guerrear, pero desde la Florida
En cambio yo estoy aquí con mi gente, arriba 'el puente
Mi hermano, vente, pa' que no te cuenten
Con tu propia' barra' tus argumento' se derrumban
Hasta tu pai debe estar revolcándose en la tumba
¿Qué estás diciendo colibrí?
¿Que los cubano' de afuera en Miami no pueden luchar por su país?
Sin duda alguna
Puerto Rico está tan jodío', cabrón, que se lucha aunque vivamo' en la luna
¿Y tú le has dedica'o algún premio a Elías? Ninguno
¿Por qué? Porque nunca te has gana'o uno

[Verso 5: Residente]
No hablo de peine', no hablo de rifle'
El que va a hacer algo no me lo dice
A mí me protegen los santo' y el agua del Lago Carraizo en Trujillo me bendice
Yo les fundo las bala' de hierro a estos becerro'
Cuando me encierro a escribir
En modo de entierro les corto la cabeza a lo John Wick
Y les mato el perro
Rapero' de mentira
Que de maleante' se visten, no resisten
Porque todos sus escritore' son fantasma', ¡bu!
Y los fantasma' no existen
Rimando en castellano, invicto como Rocky Marciano
Este marrano se metió contra el Imperio Romano
Un raperito hispano, republicano
El Paris Hilton urbano
Lo aliviano mientra' me fumo un habano
El pecador trujillano sin una Biblia en la mano
Gano y lo pongo de rodilla' como en el Vaticano
Y le robo el alma
A to' esto' pagano', hasta el último grano
Porque este antillano también es villano
A los falso' cristiano' los mando pa' Capestrano
Y no le reconstruyen la carrera ni con un cirujano
Y te sigo dando, gusano, como los espartano'
Pa' que no te reconozcan ninguno de tus hermano'
Una carnicería, vuelan los jamones serrano
Se cae el cielo conmigo, también se acaba el verano
Se abre el Mar Rojo con los pece' brincando en lo llano
Y te destruyo porque rapeando no soy humano

[Coro: Gabriel Cabra]
Decidir-dir-dir cuántos van a morir
Decidir-dir-dir quiénes van a vivir
Decidir-dir-dir cuántos van a morir
Decidir-dir-dir quiénes van a vivir
Decidir-dir-dir cuántos van a morir
Decidir-dir-dir quiénes van a vivir
Decidir-dir-dir-dir-dir-dir-dir-dir-dir -dir-dir cuántos van a morir

[Outro: Gabriel Cabra]
Decidir-dir-dir-dir-dir-dir-dir-dir-dir-dir-dir-dir-dir-dir-dir-dir-dir-dir-dir-dir-dir-dir-dir-dir-dir-dir-dir cuántos van a morir3Embed"
All For One,"16 ContributorsTranslationsEspañolAll For One Lyrics[TROY]
The summer that we wanted

[RYAN]
Yeah, we've finally got it

[CHAD (ENSEMBLE)]
Now's the time we get to share (Oh, yeah, oh, yeah)

[SHARPAY (ENSEMBLE)]
Each day we'll be together (Yeah)

[TAYLOR (ENSEMBLE)]
Now until forever (Uh-huh)

[GABRIELLA (ENSEMBLE)]
So everybody everywhere (Hey!)

[TROY/CHAD/RYAN]
Let's take it to the beach
Take it there together

[GABRIELLA/TAYLOR/SHARPAY]
Let's celebrate today
'Cause there'll never be another
You might also like[TROY/CHAD/RYAN]
We're stronger this time
We've been there for each other

[GABRIELLA/TAYLOR/SHARPAY (COMPANY)]
Everything's just right (Hey!)

[COMPANY]
Everybody, all for one
Our real summer has just begun (Hey!)
Let's rock and roll and just let go
Feel the rhythm of the drums
We're gonna have fun in the sun
Now that all the hard work, work is done
Everybody, one for all
And all for one (All for one)
(Yeah) All for one, one
Woo! (Oh, yeah)

[SHARPAY]
Summertime together

[TAYLOR (ENSEMBLE)]
Now we're even closer (Oh, yeah)

[GABRIELLA (ENSEMBLE)]
That's the way it's meant to be (Ooh)
[CHAD]
Oh, we're just getting started

[RYAN]
Come and join the party

[TROY (ENSEMBLE)]
You deserve it same as me (Yeah, yeah, yeah, yeah)

[TROY/CHAD/RYAN]
Let's take it to the beach
Take it there together

[GABRIELLA/TAYLOR/SHARPAY]
Let's celebrate today
'Cause there'll never be another

[TROY/CHAD/RYAN]
We're stronger this time
We've been there for each other

[GABRIELLA/TAYLOR/SHARPAY (ENSEMBLE)]
Everything's just right (Right, alright)

[COMPANY]
Everybody, all for one
Our real summer has just begun (Hey!)
Let's rock and roll and just let go
Feel the rhythm of the drums
We're gonna have fun in the sun
Now that all the hard work, work is done
Everybody, one for all
And all for one
(Uh-huh)
[ALL BOYS]
Everybody up!

[ALL GIRLS]
Everybody rock it!

[ALL BOYS]
Take it from the top!

[ALL GIRLS]
And never ever stop it!

[ALL BOYS]
It's not about the future

[ALL GIRLS]
It's not about the past

[COMPANY]
It's makin' every single day
Last and last and last
Fun and sun, what could be better?
Let's have fun, everyone together now (Everybody, e-everybody now)
This is where our summer really begins (Fun in the sun, oh, yeah)
The very last time it's ever gonna be like this
It's a party you don't wanna miss

[ALL BOYS]
Guys, show 'em we can make some moves, hey!

[ALL GIRLS]
Girls, show 'em we know how to groove, oh!

[ALL BOYS]
Here

[ALL GIRLS]
And now!

[ALL BOYS]
Let's turn the party—

[ALL GIRLS]
Out!

[COMPANY]
Everybody jump in!
Everybody, all for one
Our real summer has just begun (Hey!)
Let's rock and roll and just let go
Feel the rhythm of the drums
We're gonna have fun in the sun
Now that all the hard work, work is done
Everybody, one for all
Everybody, all for one

Let's rock and roll and just let go
Feel the rhythm of the drums
We're gonna have fun in the sun
Now that all the hard work, work is done (C'mon)
Come on, everyone, let's dance (Let's dance)
We can't let the moment pass
Let's make the party last
All for one
All for one1Embed"
Revolution,"374 ContributorsTranslationsEspañolHrvatskiOriginal Broadway Cast of Hamilton - My Shot (中文翻译/Chinese Translation)My Shot Lyrics[HAMILTON]
I am not throwing away my shot
I am not throwing away my shot
Hey, yo, I'm just like my country
I'm young, scrappy and hungry
And I'm not throwing away my shot
I'ma get a scholarship to King's College
I prob'ly shouldn't brag, but dag, I amaze and astonish
The problem is I got a lot of brains, but no polish
I gotta holler just to be heard
With every word, I drop knowledge
I'm a diamond in the rough, a shiny piece of coal
Tryin' to reach my goal, my power of speech unimpeachable
Only nineteen, but my mind is older
These New York City streets get colder, I shoulder
Ev'ry burden, ev'ry disadvantage
I have learned to manage, I don't have a gun to brandish
I walk these streets famished
The plan is to fan this spark into a flame
But damn, it's getting dark, so let me spell out the name
I am the—

[HAMILTON/LAFAYETTE/MULLIGAN/LAURENS]
A-L-E-X-A-N-D
E-R—we are—meant to be
You might also like[HAMILTON]
A colony that runs independently
Meanwhile, Britain keeps shittin' on us endlessly
Essentially, they tax us relentlessly
Then King George turns around, runs a spending spree
He ain't ever gonna set his descendants free
So there will be a revolution in this century
Enter me

[LAFAYETTE/MULLIGAN/LAURENS]
(He says in parentheses)

[HAMILTON]
Don't be shocked when your hist'ry book mentions me
I will lay down my life if it sets us free
Eventually, you'll see my ascendancy

[HAMILTON & LAURENS]
And I am not throwing away
My shot (My shot)
I am not throwing away
My shot (My shot)
Hey, yo, I'm just like my country
I'm young, scrappy and hungry
And I'm not throwing away my shot
And I'm not throwing away my shot
[HAMILTON/MULLIGAN/LAURENS/LAFAYETTE]
I am not throwing away my shot
I am not throwing away my shot
Hey, yo, I'm just like my country
I'm young, scrappy and hungry
And I'm not throwing away my shot
It's time to take a shot

[LAFAYETTE]
I dream of life without a monarchy
The unrest in France will lead to 'onarchy?
'Onarchy? How you say, how you s-oh, 'anarchy!'
When I fight, I make the other side panicky
With my—

[HAMILTON/LAURENS/LAFAYETTE/MULLIGAN]
Shot
[MULLIGAN]
Yo, I'm a tailor's apprentice
And I got y'all knuckleheads in loco parentis
I'm joining the rebellion 'cause I know it's my chance
To socially advance, instead of sewin' some pants
I'm gonna take a—

[HAMILTON/LAURENS/LAFAYETTE/MULLIGAN]
Shot
[LAURENS]
But we'll never be truly free
Until those in bondage have the same rights as you and me
You and I, do or die, wait 'til I sally in
On a stallion with the first black battalion
Have another—

[HAMILTON/LAURENS/LAFAYETTE/MULLIGAN]
Shot
[BURR]
Geniuses, lower your voices
You keep out of trouble and you double your choices
I'm with you, but the situation is fraught
You've got to be carefully taught
If you talk, you're gonna get shot

[HAMILTON]
Burr, check what we got
Mister Lafayette, hard rock like Lancelot
I think your pants look hot
Laurens, I like you a lot
Let's hatch a plot blacker than the kettle callin' the pot
What are the odds the gods would put us all in one spot
Poppin' a squat on conventional wisdom, like it or not
A bunch of revolutionary manumission abolitionists?
Give me a position, show me where the ammunition is

Oh, am I talkin' too loud?
Sometimes I get overexcited, shoot off at the mouth
I never had a group of friends before
I promise that I'll make y'all proud

[LAURENS]
Let's get this guy in front of a crowd

[HAMILTON/LAURENS/LAFAYETTE/MULLIGAN/ENSEMBLE]
I am not throwing away my shot
I am not throwing away my shot
Hey, yo, I'm just like my country
I'm young, scrappy and hungry
And I'm not throwing away my shot
I am not throwing away my shot
I am not throwing away my shot
Hey, yo, I'm just like my country
I'm young, scrappy and hungry
And I'm not throwing away my shot

[LAURENS & HAMILTON/LAFAYETTE/MULLIGAN]
Ev'rybody sing
Whoa, whoa, whoa (Whoa, whoa, whoa)
Hey
Whoa (Whoa)
Woo
Whoa (Whoa)
Said, let 'em hear ya (Yeah)
Let's go

[LAURENS & COMPANY]
Whoa, whoa, whoa
I said, shout it to the rooftops
Whoa
Said, to the rooftops
Whoa
Come on
Yeah
Come on, let's go
[LAURENS]
Rise up
When you're living on your knees, you rise up
Tell your brother that he's gotta rise up
Tell your sister that she's gotta rise up

[LAURENS AND ENSEMBLE & COMPANY]
When are these colonies gonna rise up?
Whoa, whoa, whoa
When are these colonies gonna rise up?
Whoa
When are these colonies gonna rise up?
Whoa
When are these colonies gonna rise up?
Whoa
Rise up (Rise up)

[HAMILTON]
I imagine death so much, it feels more like a memory
When's it gonna get me?
In my sleep? Seven feet ahead of me?
If I see it comin', do I run or do I let it be?
Is it like a beat without a melody?
See, I never thought I'd live past twenty
Where I come from, some get half as many
Ask anybody why we livin' fast and we laugh, reach for a flask
We have to make this moment last, that's plenty
Scratch that
This is not a moment, it's the movement
Where all the hungriest brothers with
Something to prove went?
Foes oppose us, we take an honest stand
We roll like Moses, claimin' our promised land
And? If we win our independence?
Is that a guarantee of freedom for our descendants?
Or will the blood we shed begin an endless
Cycle of vengeance and death with no defendants?
I know the action in the street is excitin'
But Jesus, between all the bleedin' 'n' fightin'
I've been readin' 'n' writin'
We need to handle our financial situation
Are we a nation of states? What's the state of our nation?
I'm past patiently waitin'
I'm passionately smashin' every expectation
Every action's an act of creation
I'm laughin' in the face of casualties and sorrow
For the first time, I'm thinkin' past tomorrow

[HAMILTON AND COMPANY]
And I am not throwing away my shot
I am not throwing away my shot
Hey, yo, I'm just like my country
I'm young, scrappy and hungry
And I'm not throwing away my shot

[HAMILTON/LAURENS/LAFAYETTE/MULLIGAN & ENSEMBLE]
We're gonna rise up, time to take a shot
Not throwing away my shot
We're gonna rise up, time to take a shot
Not throwing away my shot
We're gonna
We're gonna

[HAMILTON & ENSEMBLE]
Time to take a shot (Rise up)


[HAMILTON/LAFAYETTE/LAURENS/MULLIGAN & ENSEMBLE]
Time to take a shot (Rise up)
Time to take a shot (Rise up)
Take a shot, ri— ri— ri—
Shot
Shot
A-yo, it's
Time to take a shot (Time to take a shot)
Time to take a shot (Time to take a shot)
And I am— (And I am)

[HAMILTON/LAFAYETTE/MULLIGAN/LAURENS]
Not throwin' away my—

[COMPANY]
Not throwin' away my shot89Embed"
Tell Me Why - MEDUZA Remix,"3 ContributorsTell Me Why (MEDUZA Remix) LyricsTell me why

Tell me why

Always
Always
Always, always, always, always, always
Tell me why (always, always)

Tell me why
Tell me why
Tell me why!

Tell me why

Tell me why
Tell me why
Tell me why!You might also like6Embed"
